2,DISTRICT_NAME,FISCAL_YEAR,Member,Instruction,Pupil_Staff_Support,Admin,Operation_Other,Transportation_cost,Facility_cost,Food_comm_service_cost
364,Belmont Community,2020,376,2756106.33,417227.64,434278.83,749889.53,178091.44,1155217.42,209685.22
413,Beloit,2020,7101,53936200.23,11953531.16,7693704.47,13029445.95,2569709.35,13564532.08,5841016.8
422,Beloit Turner,2020,1224,7020741.72,2550067.41,1306068.98,3039072.63,620784.34,2231905.9,624610.84
427,Benton,2020,247,2138155.33,120812.79,550773.71,495214.38,122715.95,342370,167447.19
434,Berlin Area,2020,1579,11952658.72,2317676.95,1496603.26,2183282.96,849751.04,1573599.98,910528.24
6013,Big Foot UHS,2020,510,3665409.99,750338.83,810192.86,1703328.9,287163.04,1965676.37,853300.15
441,Birchwood,2020,220,1647862.56,293943.73,628110.03,431294.13,228530.5,970137.4,346154.85
2240,Black Hawk,2020,404,3347868.39,367696.7,531146.17,683841.2,179734.26,200284.55,171227.17
476,Black River Falls,2020,1737,13613562.14,2356772.62,2088483.63,2624686.87,1156423.63,2083755.04,1250931.77
485,Blair-Taylor,2020,661,4795911.34,784944.24,889229.87,1239132.52,413539.43,1233525,471442.39
497,Bloomer,2020,1301,8793315.7,1583054.91,1585170.03,1802911.9,997119.7,2141461.9,516593.98
602,Bonduel,2020,828,6839463.83,819252.67,1089200.09,1021327.37,514434.48,959814.62,464914.44
609,Boscobel,2020,795,7291321.01,721781.81,982914.65,1254853.46,375781.61,2250,365778.58
623,Bowler,2020,407,3537579.27,647167.69,762306.49,1261770.06,286781.33,83307.23,424264.35
637,Boyceville Community,2020,731,5610148.51,841290.61,996691.28,1272553.86,371731.7,989500,518147.42
657,Brighton #1,2020,117,526526.47,169748.23,304090.79,347166.79,97836.48,169620,58129.07
658,Brillion,2020,908,5504815.87,1118759.01,1117502.21,1400001.36,362445.83,1856394.75,597451.05
665,Bristol #1,2020,762,5137316.79,915738.22,1079451.47,984716.18,283503.08,959824.87,239555.14
700,Brodhead,2020,1036,8157997,1073922.5,1465504.21,1837106.93,453107.84,0,542524.7
721,Brown Deer,2020,1726,14060801.38,2125342.59,2759201.15,3478706.33,540590.62,3059856.69,992401.34
735,Bruce,2020,503,4120192.76,414024.66,717842.97,1223608.57,289459.86,0,339065.49
777,Burlington Area,2020,3415,29347739.81,3589793.85,2782237.42,4906817.79,2037658.64,2900655.47,1089864.53
840,Butternut,2020,152,1569482.97,331651.49,408966.1,569766.44,151600.78,0,134872.87
870,Cadott Community,2020,850,7156501.48,1441620.71,1179322.71,1331775.05,664517.96,1279610.1,530988.34
882,Cambria-Friesland,2020,395,3889383.9,485735.39,599355.83,764030.17,246479.55,177921.39,471574.2
896,Cambridge,2020,904,6248378.71,1190597.76,1399597.67,2208809.58,564759.13,619034.34,817592.52
903,Cameron,2020,940,5798373.31,1256503.49,1419921.02,1619031.91,342688.74,2544323.34,659593.99
910,Campbellsport,2020,1364,9445105.94,1665025.07,1516198.33,2613699.09,987897.92,3431469.19,497396.62
980,Cashton,2020,600,4699077.24,578067.22,747248.28,797038.01,324003.61,1098052.74,361331.32
994,Cassville,2020,241,2400761.07,213270.49,380661.41,567647.9,148329.66,0,159494.3
1029,Cedar Grove-Belgium Area,2020,1025,7153662.63,936912.55,1320910.43,1784164.69,402088.12,1227220.78,401504.18
1015,Cedarburg,2020,3047,20818487.57,3881570.2,3142680.67,5375812.42,1039587.52,4803329.42,1712340.67
5054,Central/Westosha UHS,2020,1129,8727604.53,1626304.22,1423201.76,2768913.89,506266,1509693.05,392829.39
1071,Chequamegon,2020,783,6437150.33,916294.46,1216750.94,1719461.25,579597.19,528306.55,586244.05
1080,Chetek-Weyerhaeuser,2020,1068,8417749.33,937732.93,1322057.81,2179329.19,1089855.49,325880.76,989237.59
1085,Chilton,2020,1073,7304296.78,1138085.02,1473634.61,1579990.32,365811.58,3047632,870058.76
1092,Chippewa Falls Area,2020,5196,39560302.91,6661343.56,5614957.8,8020003.44,3111894.9,4234490.12,2736687.44
1120,Clayton,2020,318,2834881.42,296377.06,474976.59,963412.67,148156.72,66064,289555.26
1127,Clear Lake,2020,615,4193861.71,580966.46,949398.22,1144886.54,442405.88,991672.52,518817.7
1134,Clinton Community,2020,1015,6850836.16,1186148.51,1487118.01,2854581.06,579424.42,633150,571635.65
1141,Clintonville,2020,1313,11612672.1,1817546,1951050.51,2414593.98,456807.53,2796696.39,1384257.57
1155,Cochrane-Fountain City,2020,579,4101890.61,475450.26,733619.96,1499305.12,567248.12,854902.49,392282.86
1162,Colby,2020,1034,7084134.46,925490.78,1132293.16,1532899.23,650241.11,855923.5,616743.1
1169,Coleman,2020,725,4688049.63,854066.31,685834.84,1508522.56,516436.43,2224375.52,331183.39
1176,Colfax,2020,814,5476921.74,570112.22,1053248.19,1625529.99,485017.76,566755.41,511307.87
1183,Columbus,2020,1289,8882804.88,2190371.45,1446247.36,2516904.2,722203.67,-294304.09,885720.71
1204,Cornell,2020,437,3101905.73,368740.7,652025.46,462752.42,345786.76,0.3,405034.74
1218,Crandon,2020,901,7704899.82,1210939.11,1345068.61,1639705.47,437591.2,574641.74,570980.49
1232,Crivitz,2020,774,5070890.2,903082.36,882754.53,1452520.87,441067.47,596039.85,393263.87
1246,Cuba City,2020,635,5549750,899917.03,978637.83,1550088.19,329565.55,710037.1,521924.18
1253,Cudahy,2020,2475,21840199.04,2990989.46,3254884.94,4674987.37,134322.86,5149642,1659827.64
1260,Cumberland,2020,939,7261297.99,1068342.28,1489994.67,1614438.82,731554.45,171197.21,722257.8
4970,D C Everest Area,2020,6007,44343125.25,8418358.1,4458290.54,12777436.98,2834214.36,6683308.02,3664722.84
1295,Darlington Community,2020,864,6597999.76,1206649.31,1119675.58,1534648.95,462335.44,806267.88,440233.01
1421,De Soto Area,2020,564,4109408.5,461295.18,757642.4,1163972.6,468052.97,588202.09,362745.93
1309,Deerfield Community,2020,788,5965704.1,979892.18,968966.43,1357082.42,299762.42,1243842.59,439498.59
1316,Deforest Area,2020,3881,25561450.25,6184899.14,3601649.44,6897045.59,1530626.44,13145295.21,1588178.88
1380,Delavan-Darien,2020,2518,19007282.81,3296903.35,2369703.95,5806986.23,1032910.05,1478497.48,1300193.42
1407,Denmark,2020,1493,10165197.83,1399326.48,1468634.76,2495892.13,797476.82,2425973.77,822139.45
1414,Depere,2020,4170,26947078.14,4903139.51,3579914.44,7949237.81,1243358.14,8742977.52,1838643.19
2744,Dodgeland,2020,755,6172266.53,947852.5,981144.02,1386823.51,566435.66,1504232.04,376498.69
1428,Dodgeville,2020,1321,9899916.44,1639151.61,1912606.82,2383342.04,705364.33,3391659.62,619068.14
1449,Dover #1,2020,95,858721.51,72072.76,175490.3,137421.21,43511.19,267816,21193.22
1491,Drummond,2020,388,3511811.62,340400.33,502983.35,575390.4,586842.21,50122.86,226971.04
1499,Durand-Arkansaw,2020,994,6592390.38,1318986.9,958616.97,1670207.05,976969.89,1218676.98,471412.28
1540,East Troy Community,2020,1762,12300555.45,2671586.06,1795757.1,3230632.4,927763.41,1933723.74,756951.28
1554,Eau Claire Area,2020,11968,89810365.57,12987573.55,8513451.19,18331401.6,5423674.99,9705047.08,5290903.78
1561,Edgar,2020,620,4451377.92,1134914.7,768186.7,807270.41,449841.83,1056587.23,396944.67
1568,Edgerton,2020,1956,14194992.03,2680663.84,2165153.18,4150662.36,965334.51,4017785.93,1048480.82
1582,Elcho,2020,272,2566467.43,253298.29,767129.57,1116880.26,263520.42,1285794,517961.19
1600,Eleva-Strum,2020,664,4683345.89,1004187,882269.39,828047.76,358501.96,1620509.96,280905.11
1645,Elk Mound Area,2020,1112,7525272.63,964933.87,1182108.99,1613994.12,443890.93,1484564.13,557114.14
1631,Elkhart Lake-Glenbeulah,2020,450,3500718.34,745423.73,830288.14,1101882.01,230072.38,669644.8,258024.53
1638,Elkhorn Area,2020,3122,21560806.97,4086328.75,3661158.09,4430898.62,2079396.11,4304585.88,1716560.49
1659,Ellsworth Community,2020,1743,12056181.43,2054153.7,1988347.52,3214532.78,1620397.4,2496850,1249492.82
714,Elmbrook,2020,7430,56714266.25,10588739.28,6151580.76,11512585.86,4279043.04,18655138.75,3198229.36
1666,Elmwood,2020,334,2708877.08,292918.85,565281.32,944215.98,192499.69,226526.13,385079.04
1687,Erin,2020,230,1196173.32,370506.35,405683.34,511934.13,147418.41,642839.8,184787.05
1694,Evansville Community,2020,1793,13978460.93,2406454.53,1922879.38,3665472.71,691794.3,1462978.55,573382.32
1729,Fall Creek,2020,769,5512041.51,590742.82,1025368.11,1517953.18,272749.9,1639981.55,399132.13
1736,Fall River,2020,523,3931860.94,621411.98,714867.84,1052073.22,115821.73,537963.76,275344.35
1813,Fennimore Community,2020,765,6199374.61,838120.76,989398.28,1338833.66,561213.63,543706.75,443598.51
5757,Flambeau,2020,617,4722966.56,785910.31,705855.93,1486400.12,478742.23,18013.66,436380.9
1855,Florence,2020,469,4228583.07,670483.8,751259.24,1463991.37,619047.76,844499.5,186285.19
1862,Fond Du Lac,2020,7550,59812579.74,9267271.22,5977806.91,12577055.3,1195082.01,5076525.59,4060313.12
1870,Fontana J8,2020,153,1603896.52,262657.68,518074.8,604850.06,82887.31,346862.5,163464.38
1883,Fort Atkinson,2020,2826,25848714.89,3999325.6,2774842.27,5043875.65,1006566.87,1222984.65,1254705.26
1890,Fox Point J2,2020,704,6111710.57,1723619.23,1596180.27,2573676.24,481903.78,240320.03,180449.24
1900,Franklin Public,2020,4439,34880719.76,4587287.32,4676542.41,8870401.5,1876411.99,4841319.63,2996684.53
1939,Frederic,2020,524,3602998.02,624414.33,775722.81,992156.55,333775.2,437031.66,871812.24
1953,Freedom Area,2020,1676,12276297.87,1568544.79,1528446.43,2610791.04,682097.58,5040,456380.08
2009,Gale-Ettrick-Trempealeau,2020,1465,10576160.07,1765797.45,1624447.21,3117371.74,914260.66,2026424.14,693501.04
2044,Geneva J4,2020,128,724457.91,366686.3,352748.29,396606.8,70880.25,525201.77,59769.9
2051,Genoa City J2,2020,629,4707551.34,779937.81,756127.28,1202350.28,249991.94,867787.57,37115.4
2058,Germantown,2020,3961,28774450.48,4723240.86,3687189.52,9250607.4,1875123.79,7182266.97,1315200
2114,Gibraltar Area,2020,538,6694887.61,1075231.44,1325913.71,1836147.64,585156.47,1840338.35,267064.94
2128,Gillett,2020,589,4634706.06,799697.41,754100.99,1072078.09,406270.59,852101.42,316564.19
2135,Gilman,2020,374,3386227.98,545977.91,781690.28,981187.37,434038.12,175618,297657.37
2142,Gilmanton,2020,170,1401400.28,190016.78,409394.47,455073.71,125596.31,0,110680.29
2184,Glendale-River Hills,2020,974,8918410.3,1707175.51,1619457.55,2625096.04,952552.81,56791.34,942025.94
2198,Glenwood City,2020,712,4493587.38,494083.96,1055530.57,1226923.03,320877.98,730812.5,520361.31
2212,Goodman-Armstrong,2020,110,1328066.83,216841.7,306381.8,293266.72,91954.69,0,121752.57
2217,Grafton,2020,2026,15705656.66,2684098.94,2429314.59,3201113.14,864000.33,4057791.19,700110.2
2226,Granton Area,2020,239,2026019.74,307066.33,523723.92,624857.21,162920.6,213990,351409.27
2233,Grantsburg,2020,870,1998699.61,1282605.89,3143326.8,1893904.12,719475.45,12662,617859.82
2289,Green Bay Area,2020,22320,172738581.9,36061479.55,22239847.45,33631584.28,8806633.23,25492691.97,13327905.24
2310,Green Lake,2020,267,1882676.36,599758.48,650351.25,759301.64,103048.76,261416,239891.78
2296,Greendale,2020,2629,21849297.82,2761084.43,2973432.18,4697714.48,539370.93,3067717.05,2463256.07
2303,Greenfield,2020,3575,26085309.52,4590703.74,3518837.08,7242014.71,1180994.25,5198076.22,1714242.47
2394,Greenwood,2020,400,3499461.69,571594.96,731243.64,912977.57,448149.41,160865.82,329795.84
2415,Gresham,2020,242,2173802.11,343730.76,646386.2,493349.69,226048.75,28160.82,183176.57
2420,Hamilton,2020,4958,34925950.09,4647351.26,5485965.93,9968602.9,3379605.27,3732358.37,1185340.6
2443,Hartford J1,2020,2017,15635685.71,1888178.89,1882853.4,2597249.29,447335.16,1802449.87,1000093.43
2436,Hartford UHS,2020,1511,11283111.24,2004509.12,1460228.98,3031203.29,711654.51,3360860.37,865920.02
2460,Hartland-Lakeside J3,2020,1276,8436807.24,1497140.66,1505568.61,2022605.77,415889.87,771850,920599.97
2478,Hayward Community,2020,1815,12898780.57,3063264.86,2083850.31,2875437.64,1317768.17,1647079.92,947329.39
2525,Herman-Neosho-Rubicon,2020,341,2929696.32,316668.99,538205.89,519971.07,242194.78,152851.54,119254.85
2527,Highland,2020,314,2590268.52,319996.68,455507.02,840996.03,127820.37,376092.36,194175.31
2534,Hilbert,2020,490,3195470.64,542361.83,594659.64,933205.32,211225.63,1282082.79,246109.8
2541,Hillsboro,2020,528,4543787.64,590089.79,838913.13,1150472.64,276434.69,561651.59,375355.31
2562,Holmen,2020,4176,31574497.54,6297048.73,3445964.15,5806537.83,2115068.66,7673872.93,2522189.78
2570,Holy Hill Area,2020,517,3293511.96,673700.42,898536.25,985270.86,492012.04,224075.7,141651.37
2576,Horicon,2020,820,6102474.41,673562.74,1221603.5,1284068.15,306532.71,1605069.2,385804.19
2583,Hortonville,2020,4039,26315428.86,3916310.83,3267821.07,5455448.84,2690788.65,4501269.55,1414160.39
2605,Howards Grove,2020,852,5528604.88,1000305.41,1256143.09,1448601.17,512394.07,1269128.48,290809.56
2604,Howard-Suamico,2020,5744,40549604.53,10031173.51,6966288.86,11464465.14,2405935.71,4267108.83,3457499.97
2611,Hudson,2020,5613,40991220.86,7040441.17,4964452.63,10522241.19,2948440.61,8862752.24,3815665.29
2618,Hurley,2020,546,4183183.26,437084.25,785483.5,1207967.04,401737.93,784710.2,361144.66
2625,Hustisford,2020,412,3437623.75,402024.95,856514.9,861383.47,221449.49,66057.67,241202
2632,Independence,2020,473,3550771.68,867202.47,650640.48,745694.2,339054.2,89410.03,285937.44
2639,Iola-Scandinavia,2020,676,5272427.45,616972.07,976199.96,1345984.74,446931.17,659265,500621.94
2646,Iowa-Grant,2020,710,6198651.9,706880.38,1043609.98,1466659.14,417798.65,404135.98,432596.22
2660,Ithaca,2020,308,2252791.99,370696.3,717672.6,814299.23,394739.93,360344.26,207044.21
2695,Janesville,2020,9581,70309497.11,14436563.77,8078628.5,19631754.9,2048833.91,11887936.21,5348107.85
2702,Jefferson,2020,1899,14809322,2158023.64,2338112.82,3440733.77,873076.6,3818080.12,1178577.73
2730,Johnson Creek,2020,758,6132814.33,839621.15,897769.74,1198150,238471.26,1589538.85,552662.25
2737,Juda,2020,238,1886701.27,303565.14,488950.37,501883.47,179950.99,435540.83,207214.36
2758,Kaukauna Area,2020,4773,33837995.62,6460904.8,3143083.98,6049575.5,2232099.38,6704538.97,1458387.28
2793,Kenosha,2020,21092,167378549.5,32524360.93,19264210.42,33504302.42,6950478.27,23759378.97,9264113.63
1376,Kettle Moraine,2020,3579,25859743.69,4528512.21,2933797.09,6355716.29,2412116.63,3479287.42,1864283.83
2800,Kewaskum,2020,1902,12096134.05,2861773.82,1686625.75,2894734.24,926233.03,2560952.34,954087.44
2814,Kewaunee,2020,1009,6698228.25,1059487.72,1039471.45,2480897.19,408856.71,1247899.92,678826.06
5960,Kickapoo Area,2020,465,3006567.98,412310.04,763679.22,1239902.77,374680.82,742610.49,344950.59
2828,Kiel Area,2020,1282,8945802.41,1208421.14,1316743.34,2807777.75,444014.83,1361483.38,812768.24
2835,Kimberly Area,2020,4906,32339887.34,4933635.6,4300561.66,9169468.11,1511421.16,3311250.95,1607857.9
2842,Kohler,2020,500,3009550.62,649671.11,854989.13,973754.15,93057.54,1573545.72,407290.01
1848,Lac Du Flambeau #1,2020,588,8311920.75,1417534.74,1333806.31,1740727.53,574185.31,2164939.36,759295.74
2849,Lacrosse,2020,6570,58572421.46,12039177.09,6638658.85,14538005.26,3626671.66,6730185.03,4993501.53
2856,Ladysmith,2020,797,5552408.99,991917.57,1004124.3,1702172.89,644730.77,2046323.12,617611.65
2863,Lafarge,2020,263,2195001.4,379699.59,541759.88,370860,113239.6,114382.26,153588.53
3862,Lake Country,2020,389,3072345.14,311467.46,562843.13,674296.92,179429.14,16565,230155.9
2885,Lake Geneva J1,2020,1908,16077013.42,2477722.53,1647023.98,2788928.77,860992.01,2361374.06,1285886.04
2884,Lake Geneva-Genoa UHS,2020,1265,11281638.64,1602078.92,1284729.16,2749724.4,844372.38,2209439.6,1138174.17
2891,Lake Holcombe,2020,309,2680484.05,406627.02,562160.59,939289.58,440358.79,0,267742.58
2898,Lake Mills Area,2020,1625,10555394.68,1993759.77,1932893.02,2472198.39,644393.37,3489425.3,1079326.63
3647,Lakeland UHS,2020,744,7109898.54,2488154.87,1779293.38,2406254.5,880591.66,1163391,663363.34
2912,Lancaster Community,2020,1027,7891983.29,894482.61,1002554.08,2575717.28,370921.78,0,538133
2940,Laona,2020,231,1787754.93,312326.36,513141.68,913470.9,142004.33,0,335322.61
2961,Lena,2020,426,3299169.77,528814.89,504366.75,741973.76,209985.38,251116,208519.12
3087,Linn J4,2020,95,1191539.7,132385,213467.09,248209.34,57490.97,278338,36235.94
3094,Linn J6,2020,82,740744.66,129396.45,318902.65,265079.95,80060,272757.45,88617.67
3129,Little Chute Area,2020,1281,8176637.86,1757116.22,1903611.68,3891622.46,163615.83,1629481.26,649336.62
3150,Lodi,2020,1524,11486185.86,1536076.01,1963736.89,3052235.94,1104329.6,2950407.77,1164235.14
3171,Lomira,2020,1125,7943227.16,854635.06,1077141.51,1825530.32,422899.7,1679820,444743.58
3206,Loyal,2020,543,4359883.47,520134.76,822939.76,1653684.21,337013.34,0,348805.47
3213,Luck,2020,519,4160046.61,357033.37,733894.08,958034.04,273869.69,197645.56,706142.66
3220,Luxemburg-Casco,2020,1858,13756456.92,2294132.79,1844151.5,2879481.5,1194977.03,2070670.45,932875.59
3269,Madison Metropolitan,2020,27929,243452111.5,60269895.77,25336676.2,64383198.91,12479530.45,25383068.37,24080590.56
3276,Manawa,2020,699,4763705.01,748446.66,1005130.61,1171770.82,487117.76,507199.58,338036.29
3290,Manitowoc,2020,5364,41530933.8,6763324.29,4341681.89,7473162.76,1721791.86,2658723.65,2426902.76
3297,Maple,2020,1261,7965105.01,1179985.59,1841428.32,3063544.72,1729025.59,3521699.48,757806.59
1897,Maple Dale-Indian Hill,2020,412,3866355.51,806813.94,989481.08,1629383.55,404165.84,875829.05,134332.53
3304,Marathon City,2020,682,5039597.01,661597.04,864916.88,1007089.18,552479.2,828206.04,346793.31
3311,Marinette,2020,2204,14940108.46,3858572.31,2455631.48,3624198.31,870387.67,3057696.19,916647.1
3318,Marion,2020,493,3737726.18,658737.86,567501.67,982050.47,191511.34,271435,245764.5
3325,Markesan,2020,832,5882009.63,1030613.53,943970.22,1694513.6,455443.14,106717.82,423795.92
3332,Marshall,2020,1027,7812749.9,1589300.99,1478986.9,2030596.25,702014.51,1464187.5,427364.52
3339,Marshfield,2020,4002,28272866,5089133.76,4121042.88,7359125.7,1535625.17,6263304.29,1647289.82
3360,Mauston,2020,1453,10215578.62,2049533.91,1873185.83,2988762.04,728833.91,2305790.8,1128709.55
3367,Mayville,2020,1103,8235885.79,870437.48,1312301.02,3157367.75,356127.16,2414887.16,587595.26
3381,McFarland,2020,2365,17525192.42,2862301.72,3068698.89,3882816.53,812609.9,4398242.12,1577486.18
3409,Medford Area,2020,2188,11572318.32,2926834.98,2332864.25,3439241.22,1096140.4,674832.13,1640290.63
3427,Mellen,2020,287,2131914.51,243833.55,532151.58,500891.31,169930.15,227523.7,158038.61
3428,Melrose-Mindoro,2020,783,5758924.63,658526.86,921193.87,1676444.53,634485.07,2121826.58,402652.69
3430,Menasha,2020,3708,30455534.14,5225112.7,3502528.43,5798963.85,1117273.42,7164949.81,3168105.01
3434,Menominee Indian,2020,980,10393501.04,2628616.17,2596883.47,2506291.34,1152131.74,585896.58,876367.91
3437,Menomonee Falls,2020,3877,26467083.08,6067774.8,3676609.94,8040830,1566274.72,6270277.27,3453904.85
3444,Menomonie Area,2020,3565,23416422.68,3183258.29,3584572.5,4327644.65,1554287.91,3922322.09,2027439.94
3479,Mequon-Thiensville,2020,3589,27086819.18,5775399.17,3974772,6516618.06,1676850.5,1893078.34,2130576.49
3484,Mercer,2020,161,1596569.27,227302.47,501881.6,394657.97,174452.41,32493.25,191628.44
3500,Merrill Area,2020,2579,18247929.91,3359793.68,3916455.65,6519707.39,2231949.19,624854.59,1372766.12
3528,Merton Community,2020,805,5036082.98,757749.96,939254.55,1296756.07,249976.94,296485.62,207993.11
3549,Middleton-Cross Plains,2020,7530,58360757.65,13202819.36,6316795.73,11810761.68,3742404.96,16354499.32,2310784.93
3612,Milton,2020,3557,25738312.86,3838391.31,4101434.48,5198980.16,1794990.9,3468008.41,1268603.66
3619,Milwaukee,2020,75384,626806061,153296993,94173538,129594099,62136412,27980714,86621579
3633,Mineral Point,2020,711,6641665.04,870466.76,987977.5,1518224.67,314034.16,769710.67,443023.32
3640,Minocqua J1,2020,599,5427345.49,661343.93,937935.11,1156474.49,514024.58,183940.32,396825.37
3661,Mishicot,2020,842,5542422.38,1020472.32,994871.92,1526743.64,504603.79,689055,493300.78
3668,Mondovi,2020,929,6605996.62,1215547.87,1154248.82,1771674.78,481967.34,1401103.94,558655.31
3675,Monona Grove,2020,3244,25297462.21,3993643.44,4652784.39,7533646.98,2153539.25,8182375.34,2026313.25
3682,Monroe,2020,2474,19027833.75,4391885.33,2606591.97,3970348.26,852237.22,1971003.92,2574683.43
3689,Montello,2020,731,5873468.95,1178238.22,856005.78,1340776.13,577339.26,703955.83,364155.09
3696,Monticello,2020,359,3084322.56,556701.45,563385.08,879552.72,116546.55,283006.5,192314.41
3787,Mosinee,2020,2058,14533291.69,2536358.48,2162073.68,3516928.51,1123548.24,2204200.11,691169.46
3794,Mount Horeb Area,2020,2443,16844238.56,2914861.84,3588429.74,3905678.02,1161904.07,3923821.87,1104042.01
3822,Mukwonago,2020,4842,32740186.24,6264775.91,4951862.58,5007739.27,2869595.18,9006334.74,2275067.95
3857,Muskego-Norway,2020,4965,34469613.37,6431571,4977937.75,7902081.96,2591487.16,8589767.49,1913288.22
3871,Necedah Area,2020,731,6129461.74,1383502.73,961149.72,1232731.08,581685.51,755140.19,513396.98
3892,Neenah,2020,7080,47114658.1,6351721.24,6553625.34,15480773.38,2162191.92,3626506.39,2713374.69
3899,Neillsville,2020,956,5941597.16,1210941.34,945085.57,1567360.49,502055.82,327040.16,803241.93
3906,Nekoosa,2020,1146,6748703.68,1317134.32,1640705.91,2588599.1,761636.88,1802713.46,802065.95
3920,New Auburn,2020,294,2232667.58,512359.65,654103.78,589234.34,171263.5,424485.56,164372.85
3925,New Berlin,2020,4573,30461834.61,5265921.87,4318069.19,10241077.11,2426981.65,5776113.11,2421288.83
3934,New Glarus,2020,950,6842866.14,1417460.69,1333792.3,1050718.92,880525.58,2224370.11,486598.95
3941,New Holstein,2020,1171,7273372.55,1674981.91,1353139.79,1625424.04,494306.84,1598007.41,661379.01
3948,New Lisbon,2020,608,5032400.55,463595.18,766328.5,1386499.72,418251.62,161538.69,390539.41
3955,New London,2020,2389,15854289.34,2891656.89,2423354.34,3013014.57,1305453.72,2932315.48,1406261.53
3962,New Richmond,2020,3600,24914603.62,2847058.8,2905090.15,6103748.61,1715982.21,9945901.21,2507789.39
3969,Niagara,2020,343,2431658.67,555342.99,661621.06,750193.17,112927.43,171250,181668.54
2177,Nicolet UHS,2020,1050,11008078.15,2048250.41,2070695.01,4266138.3,691442.2,1359210.35,1510995.64
4690,North Cape,2020,199,1599610.21,275589.8,459391.81,299902.25,101553.72,159322.02,31224.49
2016,North Crawford,2020,473,4166512.06,585368.84,760601.1,777010.44,273140.95,110769,359586.48
3983,North Fond Du Lac,2020,1400,11193384.7,1611950.57,1564756.87,2201565.01,393256.98,2168663.66,780559.39
3514,North Lake,2020,271,2036387.81,461683.08,488401.22,510690.14,137701.44,251023.76,128977.67
616,North Lakeland,2020,129,1915905.12,378462.03,445609.62,579015.08,241572.17,200887.5,291664.55
1945,Northern Ozaukee,2020,790,6246351.74,740402.22,1181223,954072.34,353542.72,2870192.9,290098.88
1526,Northland Pines,2020,1272,11182205.09,2286888.8,2075225.35,3440448.8,1406442.51,2626434.7,817451.12
3654,Northwood,2020,327,3063025.05,379104.49,548025.5,710710.44,236433.63,39782.91,382449.21
3990,Norwalk-Ontario-Wilton,2020,638,6009144.5,854018.18,804796.08,1007970.93,484857.59,646619.61,524680.17
4011,Norway J7,2020,93,741865.68,110374.55,247369.75,164359.23,58386.76,123938.16,24934.99
