School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2018 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2018 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2018,Test Partcipation ELA 2018 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2018 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2014,State Percent Proficient ELA 2014,District Percent Proficient Mathematics 2014,State Percent Proficient Mathematics 2014,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,Notes,Notes,Change Outlier Note,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2017-18,4543,  NA,Cooperative Ed Serv Agcy 03,Prairie du Chien Area,82,Exceeds Expectations,K4,12,NA,"1,106",0.20%,1.00%,0.80%,2.50%,0.00%,92.90%,2.60%,12.30%,56.90%,0.00%,0.20%,3.30%,72.3,35,37.3,72.7,32.1,40.6,89.3,18.5,20.8,50,NA,50,93.5,39.8,38.3,7.7,7.7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.60%,99.10%,99.60%,Lowest Subgroup Rate: White,99.30%,99.60%,99.30%,99.60%,10.40%,39.60%,25.00%,25.00%,0.382,0.367,0.545,0.488,0.53,0.521,0.546,0.44,0.465,0.424,0.51,0.41,0.509,0.435,0.553,0.412,0.44,0.415,0.552,0.42,NA,NA,,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: Mighty River Academy of Virtual Education.,NA,K-12,3,NA,Prairie du Chien,Public school district,N,N
2017-18,4851,  NA,Cooperative Ed Serv Agcy 03,Richland,69.3,Meets Expectations,K4,12,NA,"1,333",0.10%,0.60%,2.40%,6.80%,0.10%,88.00%,2.00%,17.10%,56.80%,3.30%,1.20%,5.60%,54.6,28.2,26.4,66,34.9,31.1,65.3,34.1,31.2,NA,NA,NA,84.5,37.1,36.7,5.4,5.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.90%,98.50%,97.90%,98.50%,Lowest Subgroup Rate: SwD,93.30%,95.40%,93.30%,95.40%,10.50%,39.50%,25.00%,25.00%,0.35,0.367,0.475,0.488,0.465,0.521,0.393,0.44,0.311,0.424,0.32,0.41,0.368,0.435,0.301,0.412,0.341,0.415,0.332,0.42,NA,NA,,,NA,K-12,3,Rural,Richland Center,Public school district,N,N
2017-18,4904,  NA,Cooperative Ed Serv Agcy 03,River Ridge,78.4,Exceeds Expectations,K4,12,NA,545,0.40%,0.00%,0.40%,4.20%,0.00%,92.10%,2.90%,14.90%,41.80%,1.50%,0.00%,3.70%,65.5,30.6,34.9,86.8,36.8,50,67.9,32.9,35,NA,NA,NA,89.7,39.4,38,5.8,6.5,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.80%,99.30%,99.60%,Lowest Subgroup Rate: SwD,97.20%,98.10%,97.20%,98.10%,20.50%,29.50%,25.00%,25.00%,0.365,0.367,0.478,0.488,0.509,0.521,0.455,0.44,0.369,0.424,0.369,0.41,0.407,0.435,0.5,0.412,0.359,0.415,0.518,0.42,NA,NA,,,NA,K-12,3,Rural,Patch Grove,Public school district,N,N
2017-18,5523,  NA,Cooperative Ed Serv Agcy 03,River Valley,79.9,Exceeds Expectations,K4,12,NA,"1,244",0.20%,0.50%,1.40%,3.10%,0.10%,92.80%,1.90%,16.20%,29.30%,1.80%,0.10%,4.10%,68.8,34.9,33.9,74.6,35.9,38.7,87.5,18.6,18.9,25,25,50,89.6,39.3,37,6.1,7.2,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99%,98.70%,99%,98.70%,Lowest Subgroup Rate: Econ Disadv,98.60%,98.70%,98.60%,98.70%,28.80%,21.20%,25.00%,25.00%,0.418,0.367,0.555,0.488,0.616,0.521,0.51,0.44,0.468,0.424,0.446,0.41,0.507,0.435,0.501,0.412,0.434,0.415,0.441,0.42,NA,NA,,,NA,K-12,3,Rural,Spring Green,Public school district,N,N
2017-18,3850,  NA,Cooperative Ed Serv Agcy 03,Riverdale,74.7,Exceeds Expectations,K4,12,NA,660,0.20%,0.50%,1.20%,2.00%,0.00%,93.90%,2.30%,22.40%,47.60%,0.30%,0.00%,3.80%,63.5,32.2,31.3,69.9,35.9,34,78.3,14.1,14.2,NA,50,50,84.9,36.5,36.8,7.7,3.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,50,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.30%,99.20%,99.10%,Lowest Subgroup Rate: SwD,97.40%,98.20%,97.40%,97.30%,16.60%,33.40%,25.00%,25.00%,0.352,0.367,0.473,0.488,0.47,0.521,0.409,0.44,0.437,0.424,0.395,0.41,0.408,0.435,0.445,0.412,0.456,0.415,0.453,0.42,NA,NA,,,NA,K-12,3,Rural,Muscoda,Public school district,N,N
2017-18,5124,  NA,Cooperative Ed Serv Agcy 03,Seneca Area,76.9,Exceeds Expectations,K4,12,NA,302,0.70%,0.00%,1.30%,1.70%,0.00%,95.00%,1.30%,12.60%,54.60%,0.00%,0.00%,1.00%,72.3,37.6,34.7,68.9,35.9,33,78.2,41.5,36.7,NA,NA,NA,90.1,NA,75.8,8.3,6,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.60%,99.40%,99.60%,Lowest Subgroup Rate: White,99.40%,99.60%,99.40%,99.60%,11.90%,38.10%,25.00%,25.00%,0.398,0.367,0.496,0.488,0.616,0.521,0.507,0.44,0.546,0.424,0.528,0.41,0.487,0.435,0.43,0.412,0.534,0.415,0.497,0.42,NA,NA,,,NA,K-12,3,Rural,Seneca,Public school district,N,N
2017-18,5362,  NA,Cooperative Ed Serv Agcy 03,Shullsburg,67.2,Meets Expectations,K4,12,NA,367,0.00%,0.00%,0.00%,9.80%,0.00%,89.10%,1.10%,16.30%,33.80%,5.20%,0.00%,4.60%,64.7,33.9,30.8,66,37.8,28.2,50.5,23.1,27.4,NA,NA,NA,87.8,36.7,38.9,6.1,6.1,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,99.70%,99.50%,99.70%,Lowest Subgroup Rate: White,99.40%,99.60%,99.40%,99.60%,25.80%,24.20%,25.00%,25.00%,0.377,0.367,0.453,0.488,0.637,0.521,0.473,0.44,0.523,0.424,0.497,0.41,0.45,0.435,0.427,0.412,0.41,0.415,0.33,0.42,NA,NA,,,NA,K-12,3,Rural,Shullsburg,Public school district,N,N
2017-18,2485,  NA,Cooperative Ed Serv Agcy 03,Southwestern Wisconsin,78.3,Exceeds Expectations,K4,12,NA,508,0.00%,0.40%,1.60%,1.60%,0.00%,96.30%,0.20%,12.60%,39.80%,0.00%,0.00%,3.30%,64.6,31.2,33.4,75.5,34.9,40.6,83,39.1,43.9,NA,NA,NA,88.7,37.4,38,7.6,5.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.20%,100%,99%,Lowest Subgroup Rate: White,100%,99.30%,100%,98.90%,21.80%,28.20%,25.00%,25.00%,0.29,0.367,0.365,0.488,0.563,0.521,0.422,0.44,0.341,0.424,0.416,0.41,0.347,0.435,0.377,0.412,0.404,0.415,0.514,0.42,NA,NA,,,NA,K-12,3,Rural,Hazel Green,Public school district,N,N
2017-18,6251,  NA,Cooperative Ed Serv Agcy 03,Wauzeka-Steuben,71.1,Meets Expectations,K4,12,NA,282,0.00%,1.10%,1.10%,0.70%,0.00%,95.40%,1.80%,11.30%,55.70%,0.00%,0.00%,2.10%,62.7,31.2,31.5,58.4,29.2,29.2,79.5,38.9,40.6,NA,NA,NA,86.1,37.1,38,5.7,5.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.10%,96.90%,97.10%,96.90%,Lowest Subgroup Rate: Econ Disadv,95.30%,96%,95.30%,96%,11.20%,38.80%,25.00%,25.00%,0.313,0.367,0.429,0.488,0.452,0.521,0.506,0.44,0.443,0.424,0.393,0.41,0.32,0.435,0.381,0.412,0.353,0.415,0.451,0.42,NA,NA,,,NA,K-12,3,Rural,Wauzeka,Public school district,N,N
2017-18,6354,  NA,Cooperative Ed Serv Agcy 03,Weston,62.9,Meets Few Expectations,K4,12,NA,260,1.50%,1.20%,0.40%,1.50%,0.00%,94.60%,0.80%,14.60%,45.00%,0.80%,0.00%,2.70%,54.9,29.3,25.6,50.8,27.3,23.5,62.6,31.2,31.4,NA,NA,NA,84.2,39.2,37,4.6,3.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.50%,100%,99.50%,Lowest Subgroup Rate: White,100%,99.80%,100%,99.80%,18.30%,31.70%,25.00%,25.00%,0.323,0.367,0.439,0.488,0.55,0.521,0.388,0.44,0.38,0.424,0.289,0.41,0.327,0.435,0.267,0.412,0.361,0.415,0.293,0.42,NA,NA,,,NA,K-12,3,Rural,Cazenovia,Public school district,N,N
2017-18,84,  NA,Cooperative Ed Serv Agcy 04,Alma,71,Meets Expectations,K4,12,NA,242,0.00%,1.20%,0.00%,5.00%,0.00%,92.10%,1.70%,17.80%,31.40%,0.00%,0.00%,3.30%,64.4,33.8,30.6,60.3,33,27.3,74.8,43.4,31.4,NA,NA,NA,84.1,NA,74.8,5,4.3,100,50,50,100,50,50,100,50,50,NA,100,NA,80,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,99.70%,100%,99.70%,Lowest Subgroup Rate: White,100%,99.70%,100%,99.70%,27.40%,22.60%,25.00%,25.00%,0.355,0.367,0.435,0.488,0.535,0.521,0.488,0.44,0.42,0.424,0.429,0.41,0.487,0.435,0.391,0.412,0.405,0.415,0.373,0.42,NA,NA,,,NA,K-12,4,Rural,Alma,Public school district,N,N
2017-18,91,  NA,Cooperative Ed Serv Agcy 04,Alma Center,71.2,Meets Expectations,K4,12,NA,608,1.80%,0.20%,0.50%,14.00%,0.50%,81.70%,1.30%,15.00%,53.60%,5.90%,0.00%,5.10%,62.9,31.3,31.6,64.2,32.1,32.1,71.1,16.1,18.6,11.4,25,36.4,86,37.2,37.8,6.1,4.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,96.10%,98.30%,95.80%,98.20%,Lowest Subgroup Rate: Econ Disadv,95.40%,97.70%,94.90%,97.50%,12.60%,37.40%,25.00%,25.00%,0.338,0.367,0.437,0.488,0.484,0.521,0.373,0.44,0.366,0.424,0.396,0.41,0.464,0.435,0.464,0.412,0.414,0.415,0.454,0.42,NA,NA,,,NA,K-12,4,Rural,Alma Center,Public school district,N,N
2017-18,154,  NA,Cooperative Ed Serv Agcy 04,Arcadia,71.7,Meets Expectations,K4,12,NA,"1,305",0.20%,0.00%,0.80%,62.20%,0.00%,36.30%,0.50%,10.70%,67.20%,36.70%,0.00%,3.20%,50.8,28.1,22.7,75.5,46.3,29.2,57.9,16.3,15,14.4,12.2,26.6,82.9,36.6,37.8,4.6,3.9,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,98.30%,99.50%,99.20%,Lowest Subgroup Rate: SwD,97.10%,96.10%,97.10%,95.60%,5.00%,45.00%,25.00%,25.00%,0.33,0.367,0.429,0.488,0.522,0.521,0.417,0.44,0.34,0.424,0.266,0.41,0.348,0.435,0.246,0.412,0.354,0.415,0.246,0.42,NA,NA,,,NA,K-12,4,NA,Arcadia,Public school district,N,N
2017-18,245,  NA,Cooperative Ed Serv Agcy 04,Bangor,74.7,Exceeds Expectations,K4,12,NA,597,0.20%,0.50%,0.70%,3.00%,0.00%,94.30%,1.30%,10.40%,27.30%,0.70%,0.00%,1.80%,75.2,37.2,38,60.4,26.4,34,67.9,33.1,34.8,NA,NA,NA,92.3,39.5,38.2,8.3,6.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.90%,99.70%,99.90%,Lowest Subgroup Rate: SwD,96%,98.90%,96%,98.90%,30.10%,19.90%,25.00%,25.00%,0.414,0.367,0.627,0.488,0.59,0.521,0.515,0.44,0.506,0.424,0.509,0.41,0.565,0.435,0.595,0.412,0.485,0.415,0.557,0.42,NA,NA,,,NA,K-12,4,Rural,Bangor,Public school district,N,N
2017-18,476,  NA,Cooperative Ed Serv Agcy 04,Black River Falls,65.3,Meets Expectations,K4,12,NA,"1,710",23.00%,0.20%,1.30%,4.30%,0.10%,67.00%,4.00%,14.60%,51.40%,0.10%,0.00%,4.10%,50.3,26.6,23.7,64.1,33,31.1,58.4,17.4,18.4,10.8,11.8,22.6,82.2,35.9,36.7,5.3,4.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,99%,99%,99%,Lowest Subgroup Rate: SwD,94.70%,96.10%,95.40%,96.60%,14.10%,35.90%,25.00%,25.00%,0.298,0.367,0.36,0.488,0.403,0.521,0.274,0.44,0.296,0.424,0.264,0.41,0.318,0.435,0.281,0.412,0.349,0.415,0.276,0.42,NA,NA,,,NA,K-12,4,NA,Black River Falls,Public school district,N,N
2017-18,485,  NA,Cooperative Ed Serv Agcy 04,Blair-Taylor,72.4,Meets Expectations,K4,12,NA,627,1.00%,0.50%,1.30%,4.50%,0.00%,92.50%,0.30%,16.10%,36.80%,0.60%,0.20%,4.30%,60.1,30.1,30,73.6,36.8,36.8,71,36,35,NA,NA,NA,84.3,35.2,37.4,6.2,5.5,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.10%,99.40%,98.80%,Lowest Subgroup Rate: SwD,98.20%,96.30%,96.40%,94.50%,23.80%,26.20%,25.00%,25.00%,0.358,0.367,0.452,0.488,0.424,0.521,0.375,0.44,0.356,0.424,0.359,0.41,0.374,0.435,0.381,0.412,0.369,0.415,0.395,0.42,NA,NA,,,NA,K-12,4,Rural,Blair,Public school district,N,N
2017-18,980,  NA,Cooperative Ed Serv Agcy 04,Cashton,78.2,Exceeds Expectations,K4,12,NA,605,0.20%,0.20%,0.70%,11.70%,0.00%,85.60%,1.70%,15.50%,33.10%,6.30%,0.00%,2.50%,71.8,37.4,34.4,85,46.3,38.7,67,34.4,32.6,NA,NA,NA,89.5,37.9,38.2,7.3,6.1,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,100%,100%,100%,Lowest Subgroup Rate: Hispanic,100%,100%,100%,100%,26.30%,23.70%,25.00%,25.00%,0.347,0.367,0.469,0.488,0.476,0.521,0.362,0.44,0.511,0.424,0.454,0.41,0.533,0.435,0.467,0.412,0.493,0.415,0.477,0.42,NA,NA,,,NA,K-12,4,Rural,Cashton,Public school district,N,N
2017-18,1155,  NA,Cooperative Ed Serv Agcy 04,Cochrane-Fountain City,70.1,Meets Expectations,K4,12,NA,660,0.00%,0.20%,1.10%,4.10%,0.00%,91.70%,3.00%,12.00%,30.80%,1.70%,0.00%,2.10%,64,32,32,62.3,26.4,35.9,64,31.4,32.6,NA,NA,NA,89.9,39.6,37.7,6.9,5.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.30%,99.10%,99.30%,Lowest Subgroup Rate: SwD,92.10%,93.70%,92.10%,93.70%,27.80%,22.20%,25.00%,25.00%,0.429,0.367,0.574,0.488,0.481,0.521,0.437,0.44,0.482,0.424,0.422,0.41,0.39,0.435,0.378,0.412,0.38,0.415,0.419,0.42,NA,NA,,,NA,K-12,4,Rural,Fountain City,Public school district,N,N
2017-18,1421,  NA,Cooperative Ed Serv Agcy 04,De Soto Area,76.4,Exceeds Expectations,K4,12,NA,486,0.00%,1.00%,0.80%,2.30%,0.00%,94.20%,1.60%,17.90%,42.40%,0.20%,0.60%,3.30%,64.7,33.3,31.4,66.1,32.1,34,83.5,42.7,40.8,NA,NA,NA,91,40,38.5,7.1,5.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.40%,99%,98.40%,99%,Lowest Subgroup Rate: SwD,94%,96.20%,94%,96.20%,20.10%,29.90%,25.00%,25.00%,0.342,0.367,0.376,0.488,0.511,0.521,0.369,0.44,0.526,0.424,0.406,0.41,0.412,0.435,0.396,0.412,0.389,0.415,0.406,0.42,NA,NA,,This district contains one or more virtual charter schools with at least 50% open enrollment. The following schools are excluded from this district report card: De Soto Virtual School.,NA,K-12,4,Rural,De Soto,Public school district,N,N
2017-18,2009,  NA,Cooperative Ed Serv Agcy 04,Galesville-Ettrick-Trempealeau,76.1,Exceeds Expectations,K4,12,NA,"1,399",0.30%,0.60%,0.20%,2.90%,0.10%,92.10%,3.80%,14.20%,21.30%,1.00%,0.10%,1.90%,67.3,33.6,33.7,62.3,30.2,32.1,83.6,17.3,16.3,25,25,50,89.5,38.9,37.9,6.3,6.4,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.40%,99.40%,99.40%,Lowest Subgroup Rate: SwD,96.70%,97.60%,96.70%,97.60%,34.10%,15.90%,25.00%,25.00%,0.363,0.367,0.521,0.488,0.598,0.521,0.5,0.44,0.452,0.424,0.454,0.41,0.424,0.435,0.448,0.412,0.439,0.415,0.462,0.42,NA,NA,,,NA,K-12,4,Rural,Galesville,Public school district,N,N
2017-18,2541,  NA,Cooperative Ed Serv Agcy 04,Hillsboro,61.1,Meets Few Expectations,K4,12,NA,535,0.00%,0.00%,0.40%,5.00%,0.00%,91.80%,2.80%,14.00%,47.50%,0.70%,0.00%,3.90%,60.6,31.5,29.1,48.9,28.2,20.7,51.8,25.8,26,NA,NA,NA,87,37.5,38.2,6.4,4.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.50%,97.80%,98.50%,98.10%,Lowest Subgroup Rate: SwD,95.10%,93%,95.10%,94.70%,16.70%,33.30%,25.00%,25.00%,0.423,0.367,0.561,0.488,0.631,0.521,0.521,0.44,0.455,0.424,0.41,0.41,0.405,0.435,0.369,0.412,0.379,0.415,0.349,0.42,NA,NA,,,NA,K-12,4,Rural,Hillsboro,Public school district,N,N
2017-18,2562,  NA,Cooperative Ed Serv Agcy 04,Holmen,78.5,Exceeds Expectations,K4,12,NA,"3,937",0.30%,8.40%,0.80%,1.40%,0.10%,86.20%,2.80%,12.90%,24.10%,4.90%,0.00%,2.60%,76.1,39.2,36.9,69.9,35.9,34,75.5,19.6,18.9,15.3,21.7,37,90.8,37,38.3,8.2,7.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.60%,99.50%,99.50%,99.40%,Lowest Subgroup Rate: Hispanic,96.60%,98.90%,96.60%,98.90%,32.30%,17.70%,25.00%,25.00%,0.43,0.367,0.538,0.488,0.646,0.521,0.564,0.44,0.542,0.424,0.519,0.41,0.585,0.435,0.535,0.412,0.53,0.415,0.52,0.42,NA,NA,,,NA,K-12,4,NA,Holmen,Public school district,N,N
2017-18,2632,  NA,Cooperative Ed Serv Agcy 04,Independence,79.3,Exceeds Expectations,K4,12,NA,373,0.00%,0.30%,1.10%,38.30%,0.00%,58.40%,1.90%,7.20%,64.60%,30.60%,0.00%,6.40%,52.7,28,24.7,76.5,39.7,36.8,80.8,42.9,37.9,NA,NA,NA,88.4,38.8,37.6,6.6,5.4,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,63,32.1,30.9,66,33,33,67.9,17.8,17.3,32.8,85,36.3,36.7,6.3,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.90%,99.10%,100%,99.40%,Lowest Subgroup Rate: EL,96.60%,98%,100%,99.30%,5.30%,44.70%,25.00%,25.00%,0.247,0.367,0.38,0.488,0.319,0.521,0.307,0.44,0.307,0.424,0.307,0.41,0.37,0.435,0.273,0.412,0.353,0.415,0.312,0.42,NA,NA,,,NA,K-12,4,Rural,Independence,Public school district,N,N
